รหัส,คณะ/สาขา,มหาวิทยาลัย,สมัคร,รับ,ผ่าน,สูงสุด,ต่ำสุด,เฉลี่ย,SD
0137,คณะวิทยาศาสตร์ สาขาวิชาวิทยาศาสตร์ชีวภาพและเทคโนโลยี (หลักสูตรนานาชาติ) วิชาเอกชีวสารสนเทศ,มหาวิทยาลัยเกษตรศาสตร์,4,50,1,"12,726.6000","12,726.6000","12,726.6000",0.0000
0138,คณะวิทยาศาสตร์ สาขาวิชาวิทยาศาสตร์ชีวภาพและเทคโนโลยี (หลักสูตรนานาชาติ) วิชาเอกทรัพยากรและสิ่งแวดล้อมทางน้ำ,มหาวิทยาลัยเกษตรศาสตร์,3,20,3,"13,018.5000","11,714.3000","12,520.2333",704.4349
0139,คณะวิทยาศาสตร์ สาขาวิชาวิทยาศาสตร์ชีวภาพและเทคโนโลยี (หลักสูตรนานาชาติ) วิชาเอกเทคนิคการสัตวแพทย์และการพยาบาลสัตว์,มหาวิทยาลัยเกษตรศาสตร์,22,35,10,"15,975.0000","13,008.0000","14,132.1800",897.8522
0140,คณะวิทยาศาสตร์ สาขาวิชาวิทยาศาสตร์ชีวภาพและเทคโนโลยี (หลักสูตรนานาชาติ) วิชาเอกเทคโนโลยีชีวภาพการเกษตร,มหาวิทยาลัยเกษตรศาสตร์,4,30,2,"12,507.1000","11,662.1000","12,084.6000",597.5052
0143,คณะวิทยาศาสตร์ สาขาวิชาวิทยาศาสตร์ชีวภาพและเทคโนโลยี (หลักสูตรนานาชาติ) วิชาเอกอุตสาหกรรมเกษตร,มหาวิทยาลัยเกษตรศาสตร์,5,50,1,"10,547.1000","10,547.1000","10,547.1000",0.0000
0144,คณะวิทยาศาสตร์ สาขาวิชาเคมีบูรณาการ (หลักสูตรนานาชาติ),มหาวิทยาลัยเกษตรศาสตร์,5,25,1,"11,448.5000","11,448.5000","11,448.5000",0.0000
0145,คณะวิศวกรรมศาสตร์ กลุ่มวิทยาเขตบางเขน (สาขาวิชาวิศวกรรมการบินและอวกาศ วิศวกรรมคอมพิวเตอร์ ฯลฯ),มหาวิทยาลัยเกษตรศาสตร์,256,95,95,"19,566.0000","16,425.0000","18,113.4609",859.6348
0146,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมการบินและอวกาศ,มหาวิทยาลัยเกษตรศาสตร์,102,10,10,"21,469.6500","19,541.0000","20,227.1050",596.8380
0147,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมคอมพิวเตอร์,มหาวิทยาลัยเกษตรศาสตร์,158,23,23,"20,601.7500","18,886.2000","19,335.1278",477.8874
0148,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมเคมี,มหาวิทยาลัยเกษตรศาสตร์,65,17,17,"20,809.0000","18,476.5000","19,426.2853",596.0990
0149,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมเครื่องกล,มหาวิทยาลัยเกษตรศาสตร์,129,14,14,"20,439.5000","18,444.5000","19,105.8571",527.0330
0150,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมไฟฟ้า,มหาวิทยาลัยเกษตรศาสตร์,170,20,20,"19,824.5000","18,517.0000","19,085.9100",421.9046
0151,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมไฟฟ้าเครื่องกลการผลิต,มหาวิทยาลัยเกษตรศาสตร์,60,10,10,"19,308.0000","17,425.1000","18,255.3350",644.7107
0152,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมโยธา,มหาวิทยาลัยเกษตรศาสตร์,145,20,20,"19,604.5000","17,922.7500","18,740.0700",525.8372
0153,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมโยธา-ทรัพยากรน้ำ,มหาวิทยาลัยเกษตรศาสตร์,138,23,23,"18,041.7500","16,847.0000","17,316.9174",360.4936
0154,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมวัสดุ,มหาวิทยาลัยเกษตรศาสตร์,47,20,20,"18,051.0000","12,774.1000","16,342.6300","1,539.3785"
0155,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมสิ่งแวดล้อม,มหาวิทยาลัยเกษตรศาสตร์,108,10,10,"18,414.5000","17,084.9500","17,657.2700",436.6220
0156,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมอุตสาหการ,มหาวิทยาลัยเกษตรศาสตร์,146,20,20,"19,463.0000","18,153.0000","18,671.7050",371.3336
0157,คณะวิศวกรรมศาสตร์ สาขาวิชาการจัดการเทคโนโลยีการบิน,มหาวิทยาลัยเกษตรศาสตร์,128,25,25,"19,346.5000","14,698.1000","15,447.2640",984.7328
0158,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมการบินและอวกาศและสาขาวิชาบริหารธุรกิจ(หลักสูตรร่วมนานาชาติ 2 ปริญญา),มหาวิทยาลัยเกษตรศาสตร์,9,5,5,"20,412.0000","16,669.4000","18,661.6500","1,365.0480"
0159,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมเครื่องกล (หลักสูตรนานาชาติ),มหาวิทยาลัยเกษตรศาสตร์,22,10,10,"16,591.4000","13,720.7000","15,252.5300",918.4547
0160,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมซอฟต์แวร์และความรู้ (หลักสูตรนานาชาติ),มหาวิทยาลัยเกษตรศาสตร์,50,10,10,"19,106.5000","16,917.2500","17,813.3700",737.9061
0161,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมไฟฟ้าเครื่องกลการผลิต (หลักสูตรนานาชาติ),มหาวิทยาลัยเกษตรศาสตร์,33,15,15,"17,537.6500","13,116.2000","15,403.9133","1,476.1786"
0162,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมไฟฟ้า (ภาคภาษาอังกฤษ),มหาวิทยาลัยเกษตรศาสตร์,19,5,5,"17,967.7500","16,201.8000","17,036.6100",777.7388
0163,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมสิ่งแวดล้อม (ภาคภาษาอังกฤษ),มหาวิทยาลัยเกษตรศาสตร์,40,5,5,"17,353.6500","16,242.0000","16,601.2000",456.5349
0164,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมอุตสาหการ (ภาคภาษาอังกฤษ),มหาวิทยาลัยเกษตรศาสตร์,41,5,5,"17,834.5000","16,550.8000","17,038.1800",506.4403
0165,สถาบันสมทบวิทยาลัยการชลประทาน สาขาวิชาวิศวกรรมโยธา-ชลประทาน,มหาวิทยาลัยเกษตรศาสตร์,200,90,90,"17,903.5000","13,611.0500","15,084.1061","1,028.1154"
0166,คณะศึกษาศาสตร์ สาขาวิชาการสอนคณิตศาสตร์ (หลักสูตร 5 ปี),มหาวิทยาลัยเกษตรศาสตร์,130,25,25,"22,035.6000","17,369.5000","18,386.9840","1,053.0517"
0167,คณะศึกษาศาสตร์ สาขาวิชาการสอนวิทยาศาสตร์ (หลักสูตร 5 ปี),มหาวิทยาลัยเกษตรศาสตร์,150,25,25,"19,771.1000","17,371.2000","17,998.6960",648.0957
0168,คณะศึกษาศาสตร์ สาขาวิชาคหกรรมศาสตรศึกษา (หลักสูตร 5 ปี),มหาวิทยาลัยเกษตรศาสตร์,93,25,25,"19,164.3000","16,708.4000","17,737.6160",710.7293
0169,คณะศึกษาศาสตร์ สาขาวิชาธุรกิจและคอมพิวเตอร์ศึกษา (หลักสูตร 5 ปี),มหาวิทยาลัยเกษตรศาสตร์,67,30,30,"19,991.5000","14,399.0000","16,647.5000","1,516.2770"
